PROCESO DE CARGUE DE ARCHIVO PLANO A TABLA DE VALORES, SIIC
2020|395|862000||3|4|1|3|0|30|0|5|0|1000000|0|6|||||||||||--> 
2020|395|924000||3|4|1|3|31|35|0|5|0|1000000|0|6|||||||||||--> 
2020|395|985000||3|4|1|3|36|40|0|5|0|1000000|0|6|||||||||||--> 
2020|395|1046000||3|4|1|3|41|45|0|5|0|1000000|0|6|||||||||||--> 
2020|395|1220000||3|4|1|3|46|50|0|5|0|1000000|0|6|||||||||||--> 
2020|395|1412000||3|4|1|3|51|55|0|5|0|1000000|0|6|||||||||||--> 
2020|395|1522000||3|4|1|3|56|60|0|5|0|1000000|0|6|||||||||||--> 
2020|395|1632000||3|4|1|3|61|100|0|5|0|1000000|0|6|||||||||||--> 
2020|395|838000||3|4|1|3|0|30|6|10|0|1000000|0|6|||||||||||--> 
2020|395|897000||3|4|1|3|31|35|6|10|0|1000000|0|6|||||||||||--> 
2020|395|957000||3|4|1|3|36|40|6|10|0|1000000|0|6|||||||||||--> 
2020|395|1016000||3|4|1|3|41|45|6|10|0|1000000|0|6|||||||||||--> 
2020|395|1185000||3|4|1|3|46|50|6|10|0|1000000|0|6|||||||||||--> 
2020|395|1371000||3|4|1|3|51|55|6|10|0|1000000|0|6|||||||||||--> 
2020|395|1479000||3|4|1|3|56|60|6|10|0|1000000|0|6|||||||||||--> 
2020|395|1586000||3|4|1|3|61|100|6|10|0|1000000|0|6|||||||||||--> 
2020|395|800000||3|4|1|3|0|30|11|20|0|1000000|0|6|||||||||||--> 
2020|395|857000||3|4|1|3|31|35|11|20|0|1000000|0|6|||||||||||--> 
2020|395|914000||3|4|1|3|36|40|11|20|0|1000000|0|6|||||||||||--> 
2020|395|971000||3|4|1|3|41|45|11|20|0|1000000|0|6|||||||||||--> 
2020|395|1132000||3|4|1|3|46|50|11|20|0|1000000|0|6|||||||||||--> 
2020|395|1310000||3|4|1|3|51|55|11|20|0|1000000|0|6|||||||||||--> 
2020|395|1412000||3|4|1|3|56|60|11|20|0|1000000|0|6|||||||||||--> 
2020|395|1515000||3|4|1|3|61|100|11|20|0|1000000|0|6|||||||||||--> 
2020|395|739000||3|4|1|3|0|30|21|30|0|1000000|0|6|||||||||||--> 
2020|395|791000||3|4|1|3|31|35|21|30|0|1000000|0|6|||||||||||--> 
2020|395|844000||3|4|1|3|36|40|21|30|0|1000000|0|6|||||||||||--> 
2020|395|896000||3|4|1|3|41|45|21|30|0|1000000|0|6|||||||||||--> 
2020|395|1045000||3|4|1|3|46|50|21|30|0|1000000|0|6|||||||||||--> 
2020|395|1209000||3|4|1|3|51|55|21|30|0|1000000|0|6|||||||||||--> 
2020|395|1304000||3|4|1|3|56|60|21|30|0|1000000|0|6|||||||||||--> 
2020|395|1398000||3|4|1|3|61|100|21|30|0|1000000|0|6|||||||||||--> 
2020|395|652000||3|4|1|3|0|30|31|40|0|1000000|0|6|||||||||||--> 
2020|395|698000||3|4|1|3|31|35|31|40|0|1000000|0|6|||||||||||--> 
2020|395|744000||3|4|1|3|36|40|31|40|0|1000000|0|6|||||||||||--> 
2020|395|791000||3|4|1|3|41|45|31|40|0|1000000|0|6|||||||||||--> 
2020|395|922000||3|4|1|3|46|50|31|40|0|1000000|0|6|||||||||||--> 
2020|395|1067000||3|4|1|3|51|55|31|40|0|1000000|0|6|||||||||||--> 
2020|395|1151000||3|4|1|3|56|60|31|40|0|1000000|0|6|||||||||||--> 
2020|395|1234000||3|4|1|3|61|100|31|40|0|1000000|0|6|||||||||||--> 
2020|395|575000||3|4|1|3|0|30|41|50|0|1000000|0|6|||||||||||--> 
2020|395|616000||3|4|1|3|31|35|41|50|0|1000000|0|6|||||||||||--> 
2020|395|657000||3|4|1|3|36|40|41|50|0|1000000|0|6|||||||||||--> 
2020|395|697000||3|4|1|3|41|45|41|50|0|1000000|0|6|||||||||||--> 
2020|395|813000||3|4|1|3|46|50|41|50|0|1000000|0|6|||||||||||--> 
2020|395|941000||3|4|1|3|51|55|41|50|0|1000000|0|6|||||||||||--> 
2020|395|1015000||3|4|1|3|56|60|41|50|0|1000000|0|6|||||||||||--> 
2020|395|1088000||3|4|1|3|61|100|41|50|0|1000000|0|6|||||||||||--> 
2020|395|462000||3|4|1|3|0|30|51|60|0|1000000|0|6|||||||||||--> 
2020|395|495000||3|4|1|3|31|35|51|60|0|1000000|0|6|||||||||||--> 
2020|395|528000||3|4|1|3|36|40|51|60|0|1000000|0|6|||||||||||--> 
2020|395|561000||3|4|1|3|41|45|51|60|0|1000000|0|6|||||||||||--> 
2020|395|654000||3|4|1|3|46|50|51|60|0|1000000|0|6|||||||||||--> 
2020|395|756000||3|4|1|3|51|55|51|60|0|1000000|0|6|||||||||||--> 
2020|395|816000||3|4|1|3|56|60|51|60|0|1000000|0|6|||||||||||--> 
2020|395|875000||3|4|1|3|61|100|51|60|0|1000000|0|6|||||||||||--> 
2020|395|373000||3|4|1|3|0|30|61|70|0|1000000|0|6|||||||||||--> 
2020|395|400000||3|4|1|3|31|35|61|70|0|1000000|0|6|||||||||||--> 
2020|395|427000||3|4|1|3|36|40|61|70|0|1000000|0|6|||||||||||--> 
2020|395|453000||3|4|1|3|41|45|61|70|0|1000000|0|6|||||||||||--> 
2020|395|528000||3|4|1|3|46|50|61|70|0|1000000|0|6|||||||||||--> 
2020|395|612000||3|4|1|3|51|55|61|70|0|1000000|0|6|||||||||||--> 
2020|395|659000||3|4|1|3|56|60|61|70|0|1000000|0|6|||||||||||--> 
2020|395|707000||3|4|1|3|61|100|61|70|0|1000000|0|6|||||||||||--> 
2020|395|246000||3|4|1|3|0|30|71|80|0|1000000|0|6|||||||||||--> 
2020|395|264000||3|4|1|3|31|35|71|80|0|1000000|0|6|||||||||||--> 
2020|395|281000||3|4|1|3|36|40|71|80|0|1000000|0|6|||||||||||--> 
2020|395|299000||3|4|1|3|41|45|71|80|0|1000000|0|6|||||||||||--> 
2020|395|348000||3|4|1|3|46|50|71|80|0|1000000|0|6|||||||||||--> 
2020|395|403000||3|4|1|3|51|55|71|80|0|1000000|0|6|||||||||||--> 
2020|395|435000||3|4|1|3|56|60|71|80|0|1000000|0|6|||||||||||--> 
2020|395|466000||3|4|1|3|61|100|71|80|0|1000000|0|6|||||||||||--> 
2020|395|153000||3|4|1|3|0|30|81|90|0|1000000|0|6|||||||||||--> 
2020|395|164000||3|4|1|3|31|35|81|90|0|1000000|0|6|||||||||||--> 
2020|395|175000||3|4|1|3|36|40|81|90|0|1000000|0|6|||||||||||--> 
2020|395|185000||3|4|1|3|41|45|81|90|0|1000000|0|6|||||||||||--> 
2020|395|216000||3|4|1|3|46|50|81|90|0|1000000|0|6|||||||||||--> 
2020|395|250000||3|4|1|3|51|55|81|90|0|1000000|0|6|||||||||||--> 
2020|395|270000||3|4|1|3|56|60|81|90|0|1000000|0|6|||||||||||--> 
2020|395|290000||3|4|1|3|61|100|81|90|0|1000000|0|6|||||||||||--> 
2020|395|57000||3|4|1|3|0|30|91|100|0|1000000|0|6|||||||||||--> 
2020|395|57000||3|4|1|3|31|35|91|100|0|1000000|0|6|||||||||||--> 
2020|395|60000||3|4|1|3|36|40|91|100|0|1000000|0|6|||||||||||--> 
2020|395|63000||3|4|1|3|41|45|91|100|0|1000000|0|6|||||||||||--> 
2020|395|74000||3|4|1|3|46|50|91|100|0|1000000|0|6|||||||||||--> 
2020|395|86000||3|4|1|3|51|55|91|100|0|1000000|0|6|||||||||||--> 
2020|395|93000||3|4|1|3|56|60|91|100|0|1000000|0|6|||||||||||--> 
2020|395|99000||3|4|1|3|61|100|91|100|0|1000000|0|6|||||||||||--> 
2020|396|995000||3|4|4|5|0|30|0|5|0|1000000|0|6|||||||||||--> 
2020|396|1176000||3|4|4|5|31|35|0|5|0|1000000|0|6|||||||||||--> 
2020|396|1357000||3|4|4|5|36|40|0|5|0|1000000|0|6|||||||||||--> 
2020|396|1537000||3|4|4|5|41|45|0|5|0|1000000|0|6|||||||||||--> 
2020|396|1718000||3|4|4|5|46|50|0|5|0|1000000|0|6|||||||||||--> 
2020|396|1898000||3|4|4|5|51|55|0|5|0|1000000|0|6|||||||||||--> 
2020|396|2079000||3|4|4|5|56|60|0|5|0|1000000|0|6|||||||||||--> 
2020|396|2128000||3|4|4|5|61|100|0|5|0|1000000|0|6|||||||||||--> 
2020|396|967000||3|4|4|5|0|30|6|10|0|1000000|0|6|||||||||||--> 
2020|396|1143000||3|4|4|5|31|35|6|10|0|1000000|0|6|||||||||||--> 
2020|396|1318000||3|4|4|5|36|40|6|10|0|1000000|0|6|||||||||||--> 
2020|396|1493000||3|4|4|5|41|45|6|10|0|1000000|0|6|||||||||||--> 
2020|396|1669000||3|4|4|5|46|50|6|10|0|1000000|0|6|||||||||||--> 
2020|396|1844000||3|4|4|5|51|55|6|10|0|1000000|0|6|||||||||||--> 
2020|396|2020000||3|4|4|5|56|60|6|10|0|1000000|0|6|||||||||||--> 
2020|396|2067000||3|4|4|5|61|100|6|10|0|1000000|0|6|||||||||||--> 
2020|396|924000||3|4|4|5|0|30|11|20|0|1000000|0|6|||||||||||--> 
2020|396|1091000||3|4|4|5|31|35|11|20|0|1000000|0|6|||||||||||--> 
2020|396|1259000||3|4|4|5|36|40|11|20|0|1000000|0|6|||||||||||--> 
2020|396|1426000||3|4|4|5|41|45|11|20|0|1000000|0|6|||||||||||--> 
2020|396|1594000||3|4|4|5|46|50|11|20|0|1000000|0|6|||||||||||--> 
2020|396|1761000||3|4|4|5|51|55|11|20|0|1000000|0|6|||||||||||--> 
2020|396|1929000||3|4|4|5|56|60|11|20|0|1000000|0|6|||||||||||--> 
2020|396|1974000||3|4|4|5|61|100|11|20|0|1000000|0|6|||||||||||--> 
2020|396|853000||3|4|4|5|0|30|21|30|0|1000000|0|6|||||||||||--> 
2020|396|1007000||3|4|4|5|31|35|21|30|0|1000000|0|6|||||||||||--> 
2020|396|1162000||3|4|4|5|36|40|21|30|0|1000000|0|6|||||||||||--> 
2020|396|1317000||3|4|4|5|41|45|21|30|0|1000000|0|6|||||||||||--> 
2020|396|1472000||3|4|4|5|46|50|21|30|0|1000000|0|6|||||||||||--> 
2020|396|1626000||3|4|4|5|51|55|21|30|0|1000000|0|6|||||||||||--> 
2020|396|1781000||3|4|4|5|56|60|21|30|0|1000000|0|6|||||||||||--> 
2020|396|1823000||3|4|4|5|61|100|21|30|0|1000000|0|6|||||||||||--> 
2020|396|752000||3|4|4|5|0|30|31|40|0|1000000|0|6|||||||||||--> 
2020|396|889000||3|4|4|5|31|35|31|40|0|1000000|0|6|||||||||||--> 
2020|396|1026000||3|4|4|5|36|40|31|40|0|1000000|0|6|||||||||||--> 
2020|396|1162000||3|4|4|5|41|45|31|40|0|1000000|0|6|||||||||||--> 
2020|396|1299000||3|4|4|5|46|50|31|40|0|1000000|0|6|||||||||||--> 
2020|396|1435000||3|4|4|5|51|55|31|40|0|1000000|0|6|||||||||||--> 
2020|396|1572000||3|4|4|5|56|60|31|40|0|1000000|0|6|||||||||||--> 
2020|396|1609000||3|4|4|5|61|100|31|40|0|1000000|0|6|||||||||||--> 
2020|396|664000||3|4|4|5|0|30|41|50|0|1000000|0|6|||||||||||--> 
2020|396|784000||3|4|4|5|31|35|41|50|0|1000000|0|6|||||||||||--> 
2020|396|905000||3|4|4|5|36|40|41|50|0|1000000|0|6|||||||||||--> 
2020|396|1025000||3|4|4|5|41|45|41|50|0|1000000|0|6|||||||||||--> 
2020|396|1145000||3|4|4|5|46|50|41|50|0|1000000|0|6|||||||||||--> 
2020|396|1266000||3|4|4|5|51|55|41|50|0|1000000|0|6|||||||||||--> 
